review_text,rating,date,upvotes
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-20,48
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-18,61
Layanan pelanggan sangat responsif dan membantu.,5,2023-02-19,83
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-19,7
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-01-13,42
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-03-03,49
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-01-11,14
Aplikasi sangat bagus dan mudah digunakan!,4,2023-09-14,31
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-05-17,22
Banyak bug yang mengganggu pengalaman belanja.,1,2023-08-07,27
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-01-03,91
Banyak promo menarik setiap hari.,4,2023-11-09,79
"Aplikasi sering crash, sangat frustasi!",1,2023-05-27,95
"UI sangat membingungkan, sulit digunakan.",2,2023-11-03,67
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-12-15,14
"Aplikasi sering crash, sangat frustasi!",1,2023-10-05,23
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-01,21
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-15,80
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-12,64
"UI sangat membingungkan, sulit digunakan.",2,2023-01-11,86
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-10-03,7
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-18,10
Aplikasi sangat bagus dan mudah digunakan!,5,2023-12-07,91
Layanan pelanggan sangat responsif dan membantu.,5,2023-09-07,8
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-09-22,5
Banyak bug yang mengganggu pengalaman belanja.,1,2023-06-15,40
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-15,63
"Aplikasi sering crash, sangat frustasi!",1,2023-04-08,56
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-01-20,60
"Aplikasi sering crash, sangat frustasi!",2,2023-03-03,28
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-02,69
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-07,68
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-02-27,32
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-08-15,36
Banyak promo menarik setiap hari.,4,2023-05-14,26
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-06-28,39
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-23,83
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-12,40
Banyak bug yang mengganggu pengalaman belanja.,2,2023-02-05,93
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-05-21,24
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-08-21,92
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-15,59
Banyak promo menarik setiap hari.,4,2023-10-14,33
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-05-19,72
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-11-09,93
Banyak promo menarik setiap hari.,4,2023-03-27,86
Banyak bug yang mengganggu pengalaman belanja.,2,2023-11-03,1
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-15,67
Banyak promo menarik setiap hari.,4,2023-04-09,39
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-08,8
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-12,49
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-05-06,37
Aplikasi sangat bagus dan mudah digunakan!,4,2023-04-28,82
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-04-22,94
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-01,91
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-05,56
Banyak bug yang mengganggu pengalaman belanja.,1,2023-05-02,76
Aplikasi sangat bagus dan mudah digunakan!,5,2023-07-08,91
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-02,17
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-11-09,69
"Aplikasi sering crash, sangat frustasi!",1,2023-04-19,46
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-11-19,31
Banyak promo menarik setiap hari.,5,2023-09-25,21
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-04-21,7
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-12-28,38
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-10-09,86
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-16,57
Aplikasi sangat bagus dan mudah digunakan!,4,2023-04-02,33
"Aplikasi sering crash, sangat frustasi!",1,2023-05-07,38
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-06,77
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-09-08,23
Banyak bug yang mengganggu pengalaman belanja.,2,2023-11-16,29
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-09,52
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-12-18,43
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-23,37
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-20,54
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-03-15,48
"Aplikasi sering crash, sangat frustasi!",1,2023-05-08,5
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-04-23,2
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-09-11,38
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-04-21,35
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-18,91
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-21,65
Banyak promo menarik setiap hari.,4,2023-02-24,25
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-08-13,44
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-26,15
Layanan pelanggan sangat responsif dan membantu.,5,2023-10-27,16
Banyak promo menarik setiap hari.,4,2023-03-13,85
"Aplikasi sering crash, sangat frustasi!",1,2023-03-17,63
"UI sangat membingungkan, sulit digunakan.",1,2023-09-08,19
"Aplikasi sering crash, sangat frustasi!",2,2023-01-24,1
"Aplikasi sering crash, sangat frustasi!",2,2023-04-10,22
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-04-05,26
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-11-17,29
"Aplikasi sering crash, sangat frustasi!",1,2023-06-18,69
Aplikasi sangat bagus dan mudah digunakan!,4,2023-08-10,37
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-03-10,96
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-25,55
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-18,78
Banyak promo menarik setiap hari.,5,2023-11-14,44
"UI sangat membingungkan, sulit digunakan.",1,2023-09-12,96
"Aplikasi sering crash, sangat frustasi!",2,2023-05-08,0
Banyak bug yang mengganggu pengalaman belanja.,1,2023-04-11,45
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-19,73
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-12-14,97
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-05-07,74
Aplikasi sangat bagus dan mudah digunakan!,5,2023-06-20,65
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-16,21
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-15,26
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-11-06,25
"Aplikasi sering crash, sangat frustasi!",2,2023-01-19,50
Aplikasi sangat bagus dan mudah digunakan!,4,2023-04-01,17
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-01-14,44
Banyak bug yang mengganggu pengalaman belanja.,1,2023-04-04,86
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-02-28,97
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-11-23,30
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-20,59
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-04,42
Aplikasi sangat bagus dan mudah digunakan!,5,2023-11-28,77
Aplikasi sangat bagus dan mudah digunakan!,4,2023-01-24,76
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-05,52
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-26,56
Banyak bug yang mengganggu pengalaman belanja.,2,2023-04-18,23
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-04,36
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-21,71
Banyak bug yang mengganggu pengalaman belanja.,2,2023-08-28,86
Banyak promo menarik setiap hari.,5,2023-08-25,90
"Aplikasi sering crash, sangat frustasi!",2,2023-08-14,100
Aplikasi sangat bagus dan mudah digunakan!,4,2023-08-06,28
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-26,50
Banyak promo menarik setiap hari.,5,2023-04-09,59
"UI sangat membingungkan, sulit digunakan.",1,2023-01-15,79
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-13,48
"Aplikasi sering crash, sangat frustasi!",1,2023-02-20,7
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-02-14,99
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-17,63
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-21,96
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-02-20,79
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-04-27,88
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-08,7
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-03,49
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-10,52
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-03,41
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-09,62
Layanan pelanggan sangat responsif dan membantu.,4,2023-06-14,55
Aplikasi sangat bagus dan mudah digunakan!,4,2023-08-18,73
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-03-06,4
"UI sangat membingungkan, sulit digunakan.",2,2023-08-22,46
Banyak promo menarik setiap hari.,4,2023-03-20,48
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-04-20,62
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-04-10,41
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-11-09,12
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-07,49
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-10,66
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-25,79
Aplikasi sangat bagus dan mudah digunakan!,5,2023-02-11,48
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-08-24,56
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-01-11,18
Layanan pelanggan sangat responsif dan membantu.,5,2023-06-27,70
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-06-14,11
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-17,26
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-01,54
"UI sangat membingungkan, sulit digunakan.",2,2023-03-17,76
Banyak bug yang mengganggu pengalaman belanja.,1,2023-07-20,38
Layanan pelanggan sangat responsif dan membantu.,5,2023-12-11,16
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-10-16,18
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-08-01,99
Banyak promo menarik setiap hari.,4,2023-01-14,61
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-04-21,42
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-02-01,6
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-13,32
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-10,94
Banyak promo menarik setiap hari.,5,2023-06-21,94
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-26,57
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-04,64
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-02-09,21
"UI sangat membingungkan, sulit digunakan.",2,2023-11-05,30
Banyak promo menarik setiap hari.,5,2023-04-11,90
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-11-17,65
"Aplikasi sering crash, sangat frustasi!",2,2023-01-17,4
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-13,15
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-22,0
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-06,80
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-01-27,98
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-11-06,30
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-22,56
Banyak promo menarik setiap hari.,4,2023-09-21,70
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-17,97
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-07-04,59
Aplikasi sangat bagus dan mudah digunakan!,5,2023-02-25,24
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-04,73
"Aplikasi sering crash, sangat frustasi!",1,2023-10-01,32
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-09-11,30
Layanan pelanggan sangat responsif dan membantu.,4,2023-02-22,80
Banyak promo menarik setiap hari.,5,2023-12-16,61
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-21,63
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-10-21,68
"UI sangat membingungkan, sulit digunakan.",1,2023-10-28,99
Banyak promo menarik setiap hari.,5,2023-09-09,89
"Aplikasi sering crash, sangat frustasi!",2,2023-05-07,22
Banyak bug yang mengganggu pengalaman belanja.,1,2023-01-12,20
"Aplikasi sering crash, sangat frustasi!",2,2023-05-14,76
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-11,19
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-10-07,19
Banyak promo menarik setiap hari.,5,2023-05-16,10
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-05-12,69
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-19,54
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-23,56
"Aplikasi sering crash, sangat frustasi!",2,2023-01-19,21
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-12,79
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-11-26,26
Layanan pelanggan sangat responsif dan membantu.,4,2023-05-05,35
Banyak bug yang mengganggu pengalaman belanja.,2,2023-09-07,11
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-21,24
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-05-23,63
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-06-19,98
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-24,93
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-03,85
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-08-27,28
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-05-04,24
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-05-02,4
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-15,74
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-11-18,24
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-22,59
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-16,58
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-05-24,64
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-01,69
Aplikasi sangat bagus dan mudah digunakan!,5,2023-07-08,100
Aplikasi sangat bagus dan mudah digunakan!,5,2023-09-27,32
Layanan pelanggan sangat responsif dan membantu.,4,2023-12-07,42
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-07-18,100
"UI sangat membingungkan, sulit digunakan.",2,2023-01-15,11
"Aplikasi sering crash, sangat frustasi!",1,2023-01-27,64
"Aplikasi sering crash, sangat frustasi!",1,2023-07-15,86
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-05,88
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-08-15,39
Layanan pelanggan sangat responsif dan membantu.,5,2023-12-19,90
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-04-27,4
"Aplikasi sering crash, sangat frustasi!",1,2023-01-05,74
Banyak promo menarik setiap hari.,5,2023-01-10,57
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-09-12,72
"UI sangat membingungkan, sulit digunakan.",2,2023-10-22,76
Aplikasi sangat bagus dan mudah digunakan!,5,2023-12-24,77
"Aplikasi sering crash, sangat frustasi!",2,2023-12-25,11
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-03-07,77
Layanan pelanggan sangat responsif dan membantu.,5,2023-09-17,19
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-08-24,70
"Aplikasi sering crash, sangat frustasi!",2,2023-09-08,42
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-08-13,5
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-18,16
Banyak promo menarik setiap hari.,5,2023-04-28,94
"Aplikasi sering crash, sangat frustasi!",1,2023-07-15,43
Banyak bug yang mengganggu pengalaman belanja.,2,2023-05-21,56
Layanan pelanggan sangat responsif dan membantu.,4,2023-01-04,53
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-04,28
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-02-20,49
Aplikasi sangat bagus dan mudah digunakan!,4,2023-01-22,94
"UI sangat membingungkan, sulit digunakan.",2,2023-12-25,73
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-03-25,32
Banyak promo menarik setiap hari.,4,2023-11-10,12
Banyak bug yang mengganggu pengalaman belanja.,2,2023-08-18,91
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-05-17,68
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-08,23
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-03,0
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-05-16,91
Banyak bug yang mengganggu pengalaman belanja.,1,2023-06-01,83
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-25,81
"Aplikasi sering crash, sangat frustasi!",1,2023-12-12,100
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-23,20
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-18,62
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-26,41
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-14,87
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-07-15,85
"UI sangat membingungkan, sulit digunakan.",2,2023-05-06,92
"Aplikasi sering crash, sangat frustasi!",2,2023-06-16,1
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-05,18
"Aplikasi sering crash, sangat frustasi!",2,2023-12-17,4
"UI sangat membingungkan, sulit digunakan.",1,2023-03-19,18
Layanan pelanggan sangat responsif dan membantu.,4,2023-03-02,20
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-02,24
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-11,79
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-13,41
"Aplikasi sering crash, sangat frustasi!",2,2023-10-26,87
"UI sangat membingungkan, sulit digunakan.",1,2023-09-27,22
Banyak promo menarik setiap hari.,5,2023-03-05,14
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-07-08,19
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-03-05,34
Layanan pelanggan sangat responsif dan membantu.,5,2023-11-28,61
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-07-26,17
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-01-04,0
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-07-01,67
"UI sangat membingungkan, sulit digunakan.",1,2023-06-06,28
Banyak promo menarik setiap hari.,4,2023-10-20,2
"Aplikasi sering crash, sangat frustasi!",2,2023-09-02,74
"Aplikasi sering crash, sangat frustasi!",1,2023-03-01,86
"UI sangat membingungkan, sulit digunakan.",2,2023-11-14,36
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-11-25,52
"Aplikasi sering crash, sangat frustasi!",1,2023-01-07,20
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-02-19,30
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-07,43
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-03-16,18
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-11-25,49
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-04,59
"UI sangat membingungkan, sulit digunakan.",2,2023-03-13,99
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-14,32
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-12,25
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-06-18,18
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-11,31
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-13,27
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-04-16,2
"Aplikasi sering crash, sangat frustasi!",2,2023-12-02,14
Banyak bug yang mengganggu pengalaman belanja.,1,2023-03-09,87
Layanan pelanggan sangat responsif dan membantu.,5,2023-06-08,80
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-08,37
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-05-15,8
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-07,3
"UI sangat membingungkan, sulit digunakan.",1,2023-11-04,74
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-16,73
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-03-05,11
"UI sangat membingungkan, sulit digunakan.",1,2023-08-20,7
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-03-26,41
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-05-17,56
"Aplikasi sering crash, sangat frustasi!",1,2023-11-09,69
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-23,17
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-04-03,23
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-25,31
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-14,97
"Aplikasi sering crash, sangat frustasi!",1,2023-04-14,65
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-10-04,85
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-08-12,24
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-10-01,73
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-03-09,46
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-10-25,57
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-10-01,62
Banyak promo menarik setiap hari.,4,2023-11-17,67
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-20,98
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-25,24
Aplikasi sangat bagus dan mudah digunakan!,5,2023-06-08,69
Banyak promo menarik setiap hari.,4,2023-12-17,50
"UI sangat membingungkan, sulit digunakan.",1,2023-08-16,68
"Aplikasi sering crash, sangat frustasi!",1,2023-07-22,9
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-05-04,80
Banyak bug yang mengganggu pengalaman belanja.,1,2023-12-27,59
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-10-15,44
Banyak bug yang mengganggu pengalaman belanja.,2,2023-04-09,78
"Aplikasi sering crash, sangat frustasi!",2,2023-01-04,74
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-07-07,79
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-12,29
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-17,94
"Aplikasi sering crash, sangat frustasi!",2,2023-05-09,44
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-01-08,37
"UI sangat membingungkan, sulit digunakan.",1,2023-06-10,74
"Aplikasi sering crash, sangat frustasi!",1,2023-09-06,7
"Aplikasi sering crash, sangat frustasi!",1,2023-11-20,30
Aplikasi sangat bagus dan mudah digunakan!,5,2023-01-24,6
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-20,59
Banyak promo menarik setiap hari.,5,2023-07-06,44
Layanan pelanggan sangat responsif dan membantu.,5,2023-02-12,1
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-01-07,34
"UI sangat membingungkan, sulit digunakan.",2,2023-09-16,39
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-11,46
"UI sangat membingungkan, sulit digunakan.",1,2023-07-18,6
Aplikasi sangat bagus dan mudah digunakan!,5,2023-08-21,85
"Aplikasi sering crash, sangat frustasi!",1,2023-03-15,76
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-05,38
Layanan pelanggan sangat responsif dan membantu.,4,2023-04-07,8
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-02,30
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-09-04,26
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-06,44
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-04-07,51
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-01-20,94
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-25,28
Layanan pelanggan sangat responsif dan membantu.,4,2023-06-23,0
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-12-15,7
"UI sangat membingungkan, sulit digunakan.",1,2023-01-23,19
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-21,54
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-10-21,45
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-09-11,45
Layanan pelanggan sangat responsif dan membantu.,4,2023-04-15,34
Banyak promo menarik setiap hari.,5,2023-04-02,83
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-19,21
Aplikasi sangat bagus dan mudah digunakan!,5,2023-01-07,93
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-06-25,88
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-13,75
"Aplikasi sering crash, sangat frustasi!",2,2023-04-22,52
Banyak promo menarik setiap hari.,5,2023-05-17,12
"Aplikasi sering crash, sangat frustasi!",1,2023-03-19,35
Layanan pelanggan sangat responsif dan membantu.,5,2023-10-06,63
Layanan pelanggan sangat responsif dan membantu.,4,2023-01-13,99
Banyak promo menarik setiap hari.,4,2023-12-20,70
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-09,55
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-11-26,58
"UI sangat membingungkan, sulit digunakan.",1,2023-05-07,90
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-10,96
Aplikasi sangat bagus dan mudah digunakan!,5,2023-09-13,55
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-15,31
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-02-22,16
Layanan pelanggan sangat responsif dan membantu.,4,2023-03-21,10
Banyak bug yang mengganggu pengalaman belanja.,1,2023-11-03,43
Aplikasi sangat bagus dan mudah digunakan!,5,2023-07-06,72
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-28,23
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-17,60
"Aplikasi sering crash, sangat frustasi!",1,2023-03-03,99
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-16,90
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-07,5
